fault_type,recovery_type,recovery_status,mq2_value,motion_state
0,0,0,1002,1
0,0,0,1002,1
0,0,0,998,1
1,1,1,995,0
0,0,0,992,1
0,0,0,1003,1
0,0,0,1000,1
0,0,0,997,1
0,0,0,1008,1
0,0,0,1001,1
0,0,0,998,1
0,0,0,999,1
0,0,0,1006,1
0,0,0,1005,1
0,0,0,1008,1
0,0,0,1008,1
2,1,1,1008,0
0,0,0,1003,1
2,1,1,1006,0
0,0,0,1002,0
0,0,0,999,1
0,0,0,1021,1
0,0,0,1006,1
0,0,0,1008,1
0,0,0,1008,1
2,1,2,1021,1
3,3,1,1013,1
0,0,0,1014,0
0,0,0,1006,0
0,0,0,1013,0
0,0,0,1011,0
2,1,2,1015,1
0,0,0,1013,0
0,0,0,1013,0
0,0,0,1021,0
0,0,0,1022,0
0,0,0,1016,0
2,1,2,1018,1
0,0,0,1022,0
0,0,0,1013,0
0,0,0,1017,0
0,0,0,1013,0
0,0,0,1023,0
2,1,2,1015,1
0,0,0,1023,0
0,0,0,1011,0
0,0,0,1014,0
0,0,0,1018,0
0,0,0,1022,0
2,1,2,1022,1
0,0,0,1023,0
0,0,0,1014,0
0,0,0,1031,0
0,0,0,1015,0
0,0,0,1013,0
2,1,2,1022,1
0,0,0,1013,0
0,0,0,1019,0
0,0,0,1013,0
0,0,0,1020,0
0,0,0,1018,0
2,1,2,1023,1
0,0,0,1023,0
0,0,0,1019,0
0,0,0,1023,0
0,0,0,1018,0
0,0,0,1015,0
2,1,2,1009,1
0,0,0,1014,0
0,0,0,1008,0
0,0,0,1015,0
0,0,0,1019,0
0,0,0,1038,0
2,1,2,1008,1
0,0,0,1018,0
0,0,0,1013,0
0,0,0,998,0
4,2,1,1003,1
0,0,0,1011,0
2,1,2,1010,1
0,0,0,1008,0
0,0,0,1003,0
0,0,0,1023,0
0,0,0,1015,0
0,0,0,1011,0
2,1,1,987,0
3,3,1,1007,0
0,0,0,1007,0
0,0,0,1039,1
0,0,0,1056,1
0,0,0,1056,1
2,1,2,1059,1
0,0,0,1061,0
0,0,0,1058,0
0,0,0,1058,0
5,4,1,1057,1
0,0,0,1057,0
2,1,2,1063,1
0,0,0,1061,0
0,0,0,1062,0
0,0,0,1060,0
0,0,0,1061,0
0,0,0,1058,0
2,1,1,1050,0
1,1,2,1040,0
0,0,0,1058,0
0,0,0,1040,1
0,0,0,1043,1
0,0,0,1040,1
0,0,0,992,1
5,4,1,1020,0
0,0,0,1014,1
0,0,0,997,1
0,0,0,999,1
0,0,0,985,1
0,0,0,1008,1
0,0,0,981,1
0,0,0,1004,1
0,0,0,997,1
5,4,1,988,0
0,0,0,1009,1
0,0,0,987,1
0,0,0,987,1
0,0,0,987,1
0,0,0,975,1
0,0,0,988,1
0,0,0,987,1
0,0,0,982,1
0,0,0,991,1
0,0,0,979,1
0,0,0,988,1
0,0,0,988,1
0,0,0,983,1
0,0,0,990,1
0,0,0,973,1
0,0,0,976,1
0,0,0,992,1
0,0,0,1003,1
0,0,0,998,1
0,0,0,1004,1
0,0,0,988,1
0,0,0,987,1
0,0,0,994,1
0,0,0,977,1
0,0,0,1031,1
0,0,0,979,1
0,0,0,981,1
0,0,0,997,1
0,0,0,996,1
0,0,0,985,1
0,0,0,967,1
0,0,0,1036,1
2,1,1,994,0
0,0,0,985,1
2,1,1,996,0
0,0,0,1005,0
0,0,0,976,1
0,0,0,997,1
0,0,0,992,1
0,0,0,978,1
0,0,0,975,1
0,0,0,982,1
0,0,0,967,1
0,0,0,977,1
0,0,0,977,1
0,0,0,967,1
0,0,0,975,1
0,0,0,976,1
0,0,0,975,1
0,0,0,974,1
0,0,0,990,1
0,0,0,989,1
0,0,0,979,1
0,0,0,979,1
0,0,0,991,1
0,0,0,980,1
0,0,0,979,1
0,0,0,985,1
2,1,1,982,0
0,0,0,979,0
0,0,0,981,1
0,0,0,982,1
1,1,1,976,0
0,0,0,978,1
1,1,1,978,0
0,0,0,4095,1
0,0,0,978,1
0,0,0,981,1
0,0,0,980,1
0,0,0,979,1
0,0,0,979,1
0,0,0,977,1
0,0,0,976,1
2,1,1,976,0
0,0,0,977,1
2,1,1,982,0
0,0,0,983,0
0,0,0,977,1
0,0,0,999,1
0,0,0,1002,1
0,0,0,999,1
0,0,0,993,1
0,0,0,974,1
0,0,0,976,1
0,0,0,990,1
0,0,0,991,1
0,0,0,991,1
0,0,0,1004,1
0,0,0,1023,1
0,0,0,1007,1
0,0,0,998,1
0,0,0,1006,1
0,0,0,1005,1
0,0,0,995,1
0,0,0,1008,1
0,0,0,1005,1
0,0,0,1015,1
0,0,0,1013,1
0,0,0,1008,1
0,0,0,1009,1
0,0,0,1037,1
0,0,0,1045,1
0,0,0,1040,1
0,0,0,1041,1
0,0,0,1041,1
0,0,0,1008,1
0,0,0,1003,1
0,0,0,1053,1
0,0,0,1047,1
0,0,0,1053,1
0,0,0,1053,1
0,0,0,1050,1
0,0,0,1047,1
0,0,0,1050,1
0,0,0,1051,1
0,0,0,1048,1
0,0,0,1047,1
0,0,0,1051,1
0,0,0,1048,1
0,0,0,1042,1
0,0,0,1044,1
0,0,0,1044,1
0,0,0,1043,1
0,0,0,937,1
0,0,0,1041,1
0,0,0,1047,1
0,0,0,1046,1
0,0,0,1043,1
0,0,0,1039,1
0,0,0,1041,1
0,0,0,1042,1
0,0,0,1042,1
0,0,0,1040,1
0,0,0,1040,1
0,0,0,1040,1
0,0,0,1041,1
0,0,0,1040,1
0,0,0,1023,1
0,0,0,981,1
0,0,0,999,1
0,0,0,983,1
0,0,0,1037,1
0,0,0,1022,1
0,0,0,1075,1
0,0,0,1058,1
0,0,0,1048,1
0,0,0,1046,1
0,0,0,1015,1
0,0,0,1008,1
0,0,0,1008,1
0,0,0,1003,1
0,0,0,1031,1
0,0,0,1038,1
0,0,0,1042,1
0,0,0,1030,1
0,0,0,1009,1
0,0,0,1023,1
0,0,0,1011,1
0,0,0,1009,1
0,0,0,1014,1
0,0,0,1014,1
0,0,0,1041,1
0,0,0,1051,1
0,0,0,1041,1
0,0,0,1039,1
0,0,0,1031,1
0,0,0,998,1
0,0,0,1008,1
0,0,0,1002,1
0,0,0,1002,1
0,0,0,1011,1
0,0,0,1038,1
0,0,0,1008,1
5,4,1,1023,0
0,0,0,1051,1
0,0,0,1008,1
0,0,0,1008,1
0,0,0,1041,1
0,0,0,1086,1
0,0,0,1042,1
0,0,0,1041,1
0,0,0,1052,1
3,3,1,1056,0
0,0,0,1054,1
2,1,2,1056,1
0,0,0,1066,0
0,0,0,1057,0
0,0,0,1063,0
0,0,0,1060,0
0,0,0,1059,0
4,2,1,994,0
0,0,0,1049,1
0,0,0,1051,1
0,0,0,1055,1
0,0,0,1050,1
0,0,0,1053,1
0,0,0,1047,1
5,4,1,1049,0
0,0,0,1053,1
0,0,0,1057,1
0,0,0,1055,1
0,0,0,1053,1
2,1,1,1046,0
0,0,0,1048,1
2,1,1,1050,0
0,0,0,1044,0
0,0,0,1077,1
0,0,0,1078,0
0,0,0,1056,0
1,1,2,1072,1
0,0,0,1060,0
2,1,1,1071,0
0,0,0,1077,0
0,0,0,1072,1
0,0,0,1123,1
0,0,0,1094,1
0,0,0,1063,1
0,0,0,1069,1
0,0,0,1063,1
0,0,0,1060,1
0,0,0,1055,1
4,2,1,1055,0
0,0,0,1066,1
0,0,0,1047,1
0,0,0,1049,1
0,0,0,1050,1
0,0,0,1041,1
2,1,2,1072,1
0,0,0,1083,0
0,0,0,1072,0
0,0,0,1072,0
2,1,2,1070,1
0,0,0,1075,0
2,1,2,1075,1
0,0,0,1076,0
0,0,0,1071,0
0,0,0,1072,0
0,0,0,1064,0
0,0,0,1066,0
2,1,2,1066,1
0,0,0,1063,0
3,3,1,1058,0
0,0,0,1019,1
0,0,0,1056,1
0,0,0,1051,1
0,0,0,1056,1
0,0,0,1050,1
0,0,0,1047,1
0,0,0,1039,1
0,0,0,1045,1
3,3,1,1054,0
0,0,0,1045,1
2,1,2,1071,1
0,0,0,1085,0
0,0,0,1067,0
0,0,0,1066,0
0,0,0,1068,0
2,1,1,1056,0
2,1,1,1057,0
0,0,0,1071,0
0,0,0,1046,0
0,0,0,1054,0
0,0,0,1045,0
2,1,2,1041,1
0,0,0,1043,0
3,3,1,1043,1
0,0,0,1051,0
0,0,0,1040,1
0,0,0,1049,1
0,0,0,1045,1
0,0,0,1049,1
0,0,0,1047,1
0,0,0,1074,1
0,0,0,1073,1
5,4,1,1106,0
0,0,0,1069,1
0,0,0,1083,1
0,0,0,1095,1
0,0,0,1110,1
0,0,0,1075,1
0,0,0,1047,1
0,0,0,1092,1
0,0,0,1066,1
0,0,0,1067,1
0,0,0,1062,1
0,0,0,1072,1
5,4,1,1088,0
0,0,0,1067,1
0,0,0,1115,1
2,1,2,1072,1
0,0,0,1088,0
0,0,0,1072,0
0,0,0,1050,0
0,0,0,1045,0
0,0,0,1052,0
2,1,2,1104,1
0,0,0,1046,0
0,0,0,1103,0
0,0,0,1114,0
3,3,1,1120,0
0,0,0,1018,1
0,0,0,1088,1
0,0,0,1055,1
0,0,0,1031,1
0,0,0,1063,1
0,0,0,1081,1
2,1,2,1043,1
0,0,0,1054,0
0,0,0,1040,0
0,0,0,1035,0
0,0,0,1044,0
0,0,0,1049,0
1,1,2,1052,0
0,0,0,1046,1
0,0,0,1040,1
0,0,0,1095,1
0,0,0,1098,1
0,0,0,1097,1
0,0,0,1058,1
0,0,0,1086,1
0,0,0,983,1
0,0,0,1008,1
0,0,0,1075,1
0,0,0,1108,1
0,0,0,1118,1
0,0,0,1229,1
0,0,0,1232,1
1,1,2,1169,0
0,0,0,1194,1
2,1,2,1157,1
0,0,0,1168,0
0,0,0,1146,1
0,0,0,1147,1
0,0,0,1159,0
0,0,0,957,0
2,1,2,1141,1
0,0,0,1110,0
0,0,0,1138,0
0,0,0,1134,0
0,0,0,1136,0
0,0,0,1136,0
2,1,1,1136,0
5,4,1,1142,0
0,0,0,1141,0
0,0,0,1163,1
0,0,0,1167,1
0,0,0,1200,1
0,0,0,1169,1
0,0,0,1163,1
0,0,0,1150,1
0,0,0,1143,1
0,0,0,1145,1
0,0,0,1141,1
0,0,0,1149,1
0,0,0,1141,1
2,1,1,1133,0
0,0,0,1146,0
0,0,0,1131,1
0,0,0,1134,1
0,0,0,1138,1
2,1,1,1119,0
0,0,0,1126,0
0,0,0,1117,1
0,0,0,1120,1
0,0,0,1119,1
0,0,0,1120,1
0,0,0,1123,1
0,0,0,1118,1
0,0,0,1119,1
0,0,0,1125,1
0,0,0,1122,1
2,1,1,1122,0
4,2,1,1119,0
0,0,0,1127,0
0,0,0,1119,1
0,0,0,1117,1
0,0,0,1115,1
0,0,0,1113,1
2,1,1,1113,0
0,0,0,1122,0
0,0,0,1108,1
0,0,0,1107,1
5,4,1,1104,0
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1106,1
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1106,1
0,0,0,1111,1
2,1,1,1109,0
0,0,0,1125,0
0,0,0,1106,1
0,0,0,1111,1
4,2,1,1117,0
0,0,0,1117,1
0,0,0,1119,1
0,0,0,1116,1
0,0,0,1117,1
0,0,0,1115,1
0,0,0,1115,1
0,0,0,1113,1
0,0,0,1115,1
0,0,0,1117,1
0,0,0,1109,1
0,0,0,1114,1
0,0,0,1120,1
0,0,0,1123,1
0,0,0,1123,1
0,0,0,1121,1
0,0,0,1126,1
0,0,0,1129,1
2,1,1,1197,0
0,0,0,1136,1
2,1,1,1126,0
0,0,0,1136,0
0,0,0,1119,1
0,0,0,1121,1
0,0,0,1122,1
0,0,0,1117,1
0,0,0,1121,1
0,0,0,1114,1
5,4,1,1115,0
0,0,0,1118,1
0,0,0,1120,1
0,0,0,1119,1
2,1,2,1119,1
0,0,0,1129,0
0,0,0,1104,1
0,0,0,1104,1
0,0,0,1104,1
2,1,1,1104,0
0,0,0,1111,0
0,0,0,1104,0
0,0,0,1104,0
0,0,0,1097,0
4,2,1,1104,0
0,0,0,1102,1
0,0,0,1101,1
0,0,0,1093,1
0,0,0,1095,1
0,0,0,1200,1
1,1,2,3938,0
0,0,0,3920,1
0,0,0,3927,1
0,0,0,3932,1
0,0,0,1554,1
0,0,0,0,1
2,1,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0,1
0,0,0,3973,1
2,1,2,1877,0
0,0,0,1758,0
0,0,0,1535,0
0,0,0,1328,0
0,0,0,1291,0
0,0,0,1701,0
0,0,0,307,1
0,0,0,297,1
0,0,0,304,1
1,1,2,1936,0
0,0,0,2162,1
0,0,0,2113,1
0,0,0,1695,1
0,0,0,131,1
0,0,0,141,1
0,0,0,144,1
2,1,2,161,1
0,0,0,164,0
0,0,0,145,1
0,0,0,150,1
0,0,0,146,1
0,0,0,150,1
0,0,0,147,1
0,0,0,144,1
2,1,1,151,0
4,2,1,147,0
0,0,0,163,0
0,0,0,155,1
0,0,0,153,1
0,0,0,151,1
0,0,0,158,1
0,0,0,157,1
0,0,0,153,1
0,0,0,157,1
2,1,2,166,1
0,0,0,171,0
0,0,0,174,0
0,0,0,159,0
2,1,2,165,1
0,0,0,176,0
2,1,2,175,1
0,0,0,169,0
0,0,0,160,0
0,0,0,176,0
0,0,0,174,0
0,0,0,178,0
2,1,2,176,1
3,3,1,177,1
0,0,0,176,0
0,0,0,180,0
0,0,0,181,0
0,0,0,176,0
2,1,2,176,1
3,3,1,176,1
0,0,0,171,0
0,0,0,175,0
0,0,0,175,0
0,0,0,170,0
0,0,0,151,1
2,1,2,170,1
0,0,0,165,0
0,0,0,167,0
0,0,0,168,0
0,0,0,170,0
0,0,0,167,0
2,1,2,171,1
0,0,0,170,0
0,0,0,161,0
0,0,0,171,0
0,0,0,170,0
0,0,0,167,0
2,1,2,167,1
3,3,1,166,1
0,0,0,170,0
0,0,0,171,0
0,0,0,166,0
0,0,0,177,0
2,1,2,181,1
1,1,1,177,1
0,0,0,178,0
1,1,1,176,1
2,1,2,179,1
0,0,0,4095,0
0,0,0,181,0
0,0,0,181,0
0,0,0,178,0
0,0,0,182,0
2,1,2,181,1
0,0,0,185,0
0,0,0,178,0
0,0,0,165,1
0,0,0,166,1
0,0,0,169,1
0,0,0,168,1
0,0,0,162,1
0,0,0,166,1
0,0,0,161,1
0,0,0,162,1
0,0,0,175,1
0,0,0,162,1
0,0,0,160,1
0,0,0,165,1
0,0,0,167,1
0,0,0,161,1
0,0,0,163,1
0,0,0,163,1
0,0,0,169,1
0,0,0,161,1
0,0,0,161,1
0,0,0,167,1
0,0,0,159,1
0,0,0,165,1
0,0,0,167,1
5,4,1,165,0
0,0,0,165,1
0,0,0,172,1
0,0,0,170,1
0,0,0,166,1
0,0,0,165,1
0,0,0,170,1
0,0,0,164,1
0,0,0,167,1
0,0,0,163,1
0,0,0,167,1
0,0,0,242,1
0,0,0,154,1
0,0,0,162,1
0,0,0,169,1
0,0,0,162,1
0,0,0,1535,1
0,0,0,1554,1
1,1,2,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4082,1
1,1,2,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4005,1
0,0,0,4095,1
1,1,2,4095,0
3,3,1,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
1,1,2,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
1,1,2,4095,0
2,1,1,4095,0
0,0,0,4095,0
1,1,2,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
1,1,2,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
1,1,2,4095,0
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
0,0,0,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,1,4034,0
0,0,0,4095,0
1,1,2,3731,0
0,0,0,3856,1
0,0,0,3763,1
0,0,0,3778,1
0,0,0,3792,1
0,0,0,3771,1
1,1,2,4048,0
0,0,0,3839,1
0,0,0,1819,1
0,0,0,1801,1
0,0,0,1777,1
0,0,0,1776,1
2,1,1,1680,0
0,0,0,1686,0
0,0,0,1659,1
0,0,0,1585,1
0,0,0,1566,1
0,0,0,1443,0
0,0,0,1519,1
0,0,0,1523,1
0,0,0,1511,1
0,0,0,1511,1
0,0,0,1507,1
0,0,0,1514,1
0,0,0,1510,1
0,0,0,1520,1
0,0,0,1518,1
0,0,0,1517,1
0,0,0,1527,1
4,2,1,1531,0
0,0,0,1498,1
0,0,0,1522,1
0,0,0,1527,1
0,0,0,1531,1
0,0,0,1453,1
0,0,0,1475,1
0,0,0,1473,1
0,0,0,1469,1
0,0,0,1558,1
0,0,0,1559,1
0,0,0,1557,1
0,0,0,1662,1
0,0,0,1630,1
0,0,0,1639,1
0,0,0,1627,1
0,0,0,1637,1
5,4,1,1618,0
0,0,0,1631,1
0,0,0,1618,1
0,0,0,1616,1
0,0,0,1621,1
0,0,0,1617,1
0,0,0,1625,1
4,2,1,1666,0
0,0,0,1646,1
0,0,0,1663,1
0,0,0,1667,1
0,0,0,1669,1
0,0,0,1661,1
0,0,0,1610,1
0,0,0,1590,1
0,0,0,1557,1
0,0,0,1511,1
0,0,0,1507,1
0,0,0,1516,1
0,0,0,1520,1
0,0,0,1511,1
0,0,0,1504,1
0,0,0,1501,1
0,0,0,1509,1
0,0,0,1509,1
0,0,0,1514,1
0,0,0,1522,1
1,1,2,1504,0
0,0,0,1506,1
0,0,0,1510,1
0,0,0,1514,1
0,0,0,1520,1
0,0,0,1525,1
0,0,0,1571,1
0,0,0,1535,1
5,4,1,1569,1
0,0,0,1535,1
2,1,2,1565,1
0,0,0,1535,0
0,0,0,1583,0
0,0,0,1575,0
3,3,1,1505,0
0,0,0,1555,1
0,0,0,1510,1
0,0,0,1523,1
0,0,0,1575,1
2,1,2,1505,1
0,0,0,1519,0
0,0,0,1489,0
0,0,0,1499,0
3,3,1,1362,1
0,0,0,1535,0
2,1,2,1401,1
0,0,0,1392,0
0,0,0,1296,0
0,0,0,1303,0
0,0,0,1155,0
0,0,0,1231,0
2,1,2,952,1
0,0,0,1072,0
0,0,0,949,0
0,0,0,1019,0
0,0,0,1021,0
0,0,0,1019,0
2,1,2,1061,1
0,0,0,1140,0
0,0,0,1069,0
0,0,0,1059,0
0,0,0,1078,0
1,1,2,1069,0
0,0,0,1063,0
2,1,1,1065,0
0,0,0,1040,0
0,0,0,1035,1
0,0,0,1023,1
0,0,0,866,0
0,0,0,865,0
0,0,0,872,1
0,0,0,865,1
0,0,0,862,1
2,1,2,869,1
0,0,0,857,0
0,0,0,870,0
0,0,0,875,0
0,0,0,864,0
0,0,0,861,1
0,0,0,867,1
0,0,0,867,1
0,0,0,881,1
0,0,0,879,1
0,0,0,950,1
3,3,1,964,0
0,0,0,961,1
0,0,0,972,1
0,0,0,965,1
5,4,1,960,0
0,0,0,963,1
0,0,0,964,1
0,0,0,916,1
0,0,0,1050,1
0,0,0,966,1
0,0,0,803,1
0,0,0,931,1
0,0,0,927,1
0,0,0,902,1
0,0,0,974,1
0,0,0,975,1
0,0,0,976,1
0,0,0,947,1
2,1,2,1031,1
0,0,0,944,1
2,1,2,1009,1
0,0,0,1008,0
0,0,0,971,0
0,0,0,962,0
0,0,0,959,0
5,4,1,959,1
0,0,0,959,0
2,1,2,952,1
0,0,0,963,0
0,0,0,954,0
0,0,0,957,0
0,0,0,953,0
5,4,1,959,1
0,0,0,958,0
2,1,1,944,0
0,0,0,961,0
0,0,0,956,1
0,0,0,944,1
0,0,0,943,1
0,0,0,944,1
0,0,0,944,1
0,0,0,945,1
0,0,0,949,1
0,0,0,947,1
1,1,1,944,0
0,0,0,947,1
1,1,1,982,0
0,0,0,4095,1
0,0,0,977,1
0,0,0,960,1
0,0,0,945,1
0,0,0,928,1
0,0,0,933,1
0,0,0,931,1
0,0,0,931,1
1,1,1,939,0
0,0,0,939,1
1,1,1,937,0
0,0,0,4095,1
0,0,0,932,1
0,0,0,931,1
0,0,0,929,1
3,3,1,924,0
0,0,0,934,1
0,0,0,918,1
0,0,0,918,1
0,0,0,927,1
3,3,1,935,0
0,0,0,914,1
0,0,0,933,1
0,0,0,927,1
0,0,0,926,1
0,0,0,926,1
0,0,0,926,1
2,1,2,935,1
4,2,1,922,0
0,0,0,934,0
0,0,0,928,1
0,0,0,944,1
0,0,0,944,0
0,0,0,933,1
0,0,0,934,1
0,0,0,933,1
3,3,1,945,0
0,0,0,945,1
0,0,0,946,1
0,0,0,945,1
0,0,0,938,1
3,3,1,944,0
0,0,0,944,1
0,0,0,942,1
0,0,0,943,1
0,0,0,948,1
0,0,0,951,1
0,0,0,948,1
0,0,0,948,1
0,0,0,953,1
0,0,0,952,1
0,0,0,949,1
0,0,0,950,1
2,1,2,973,1
0,0,0,967,0
0,0,0,960,1
0,0,0,962,1
0,0,0,962,1
0,0,0,960,1
0,0,0,961,1
0,0,0,961,1
0,0,0,1008,1
2,1,1,991,0
0,0,0,1053,0
0,0,0,987,0
0,0,0,977,1
0,0,0,982,0
0,0,0,987,0
0,0,0,976,1
0,0,0,978,1
2,1,2,992,1
0,0,0,985,0
0,0,0,992,0
0,0,0,999,0
0,0,0,996,1
0,0,0,986,1
1,1,1,990,0
0,0,0,992,1
1,1,1,992,0
0,0,0,4095,1
0,0,0,993,1
0,0,0,987,1
0,0,0,991,1
5,4,1,1015,0
0,0,0,1008,1
0,0,0,1014,1
0,0,0,1011,1
0,0,0,1010,1
0,0,0,1014,1
2,1,1,1009,0
0,0,0,1014,1
2,1,1,1005,0
0,0,0,1009,0
0,0,0,992,1
0,0,0,1001,1
0,0,0,999,1
3,3,1,994,0
0,0,0,994,1
0,0,0,997,1
0,0,0,996,1
0,0,0,1008,1
0,0,0,1008,1
3,3,1,1008,0
0,0,0,1005,1
0,0,0,1006,1
0,0,0,1007,1
0,0,0,1006,1
0,0,0,1004,1
2,1,1,1003,0
0,0,0,1007,1
2,1,1,1002,0
0,0,0,1006,0
0,0,0,1005,1
0,0,0,1003,1
0,0,0,1004,1
0,0,0,1005,1
0,0,0,995,1
0,0,0,998,1
0,0,0,998,1
2,1,2,1008,1
0,0,0,1008,0
0,0,0,1005,0
0,0,0,1003,0
0,0,0,997,1
0,0,0,1008,0
2,1,1,1005,0
0,0,0,1008,0
0,0,0,1006,0
0,0,0,1007,0
0,0,0,1007,1
0,0,0,1005,1
0,0,0,1001,1
2,1,1,996,0
0,0,0,1001,1
2,1,1,998,0
0,0,0,1006,0
0,0,0,1001,1
0,0,0,999,1
3,3,1,998,0
0,0,0,1004,1
0,0,0,1003,1
0,0,0,1002,1
0,0,0,997,1
0,0,0,1003,1
0,0,0,1004,1
3,3,1,999,0
0,0,0,1002,1
0,0,0,999,1
0,0,0,998,1
0,0,0,998,1
0,0,0,1003,1
0,0,0,1003,1
2,1,1,1006,0
0,0,0,1006,1
2,1,1,1003,0
0,0,0,1006,0
0,0,0,999,1
0,0,0,997,1
0,0,0,1001,1
0,0,0,1001,1
0,0,0,998,1
1,1,1,999,0
0,0,0,1001,1
1,1,1,997,0
0,0,0,4095,1
0,0,0,999,1
0,0,0,998,1
1,1,1,1001,0
0,0,0,1000,1
1,1,1,999,0
0,0,0,4095,1
0,0,0,998,1
0,0,0,1003,1
0,0,0,995,1
0,0,0,1002,1
0,0,0,1003,1
0,0,0,1000,1
0,0,0,1001,1
2,1,2,847,1
0,0,0,791,0
0,0,0,802,0
0,0,0,796,0
0,0,0,787,0
0,0,0,770,0
2,1,2,784,1
0,0,0,779,0
0,0,0,785,0
0,0,0,795,0
0,0,0,788,0
0,0,0,779,0
2,1,2,793,1
0,0,0,790,0
0,0,0,803,0
0,0,0,789,0
0,0,0,790,0
0,0,0,799,0
2,1,2,791,1
0,0,0,800,0
0,0,0,784,0
0,0,0,768,0
0,0,0,775,0
2,1,2,770,1
0,0,0,778,0
0,0,0,723,0
0,0,0,749,0
0,0,0,742,0
5,4,1,795,1
0,0,0,787,0
2,1,2,795,1
0,0,0,803,0
0,0,0,820,0
0,0,0,793,0
0,0,0,784,0
0,0,0,777,0
2,1,2,799,1
0,0,0,813,0
0,0,0,784,0
0,0,0,792,0
0,0,0,793,0
2,1,2,774,1
1,1,1,817,1
0,0,0,785,0
1,1,1,803,1
2,1,2,815,1
0,0,0,4095,0
0,0,0,767,0
0,0,0,796,0
0,0,0,793,0
0,0,0,787,0
2,1,2,805,1
3,3,1,777,1
0,0,0,783,0
0,0,0,783,0
0,0,0,778,0
0,0,0,757,0
2,1,2,781,1
2,1,2,815,1
0,0,0,784,0
0,0,0,811,0
0,0,0,816,0
2,1,2,818,1
0,0,0,815,0
0,0,0,811,0
0,0,0,807,0
0,0,0,805,0
0,0,0,813,0
2,1,2,808,1
4,2,1,798,1
0,0,0,806,0
0,0,0,783,0
0,0,0,789,0
0,0,0,800,0
2,1,2,795,1
0,0,0,800,0
0,0,0,784,0
0,0,0,789,0
0,0,0,794,0
0,0,0,798,0
2,1,2,791,1
0,0,0,789,0
0,0,0,770,0
0,0,0,1041,0
0,0,0,998,0
0,0,0,1474,1
1,1,2,747,1
0,0,0,3686,1
2,1,2,832,1
0,0,0,876,0
0,0,0,835,0
0,0,0,835,0
0,0,0,837,0
0,0,0,832,0
2,1,2,842,1
0,0,0,833,0
0,0,0,833,0
0,0,0,837,0
0,0,0,782,0
0,0,0,765,0
0,0,0,763,1
2,1,2,794,1
0,0,0,796,0
0,0,0,768,0
0,0,0,807,0
0,0,0,801,0
0,0,0,782,0
2,1,2,848,1
0,0,0,848,0
0,0,0,843,0
0,0,0,848,0
0,0,0,844,0
0,0,0,830,0
2,1,2,829,1
0,0,0,816,0
0,0,0,815,0
0,0,0,839,0
0,0,0,830,0
0,0,0,819,0
2,1,2,784,1
0,0,0,821,0
0,0,0,784,0
0,0,0,709,0
0,0,0,927,0
0,0,0,845,0
2,1,2,845,1
0,0,0,831,0
0,0,0,1072,0
0,0,0,1097,0
0,0,0,944,0
0,0,0,1187,0
2,1,2,1122,1
0,0,0,1113,0
0,0,0,1077,0
0,0,0,1092,0
0,0,0,1104,0
0,0,0,1089,0
2,1,2,1099,1
0,0,0,1069,0
0,0,0,1091,0
0,0,0,1105,0
0,0,0,1104,0
0,0,0,1184,0
2,1,2,1101,1
0,0,0,1088,0
0,0,0,1085,0
0,0,0,1168,0
0,0,0,1143,0
0,0,0,1094,0
2,1,2,1209,1
0,0,0,1206,0
0,0,0,1199,0
0,0,0,1229,0
0,0,0,1131,0
0,0,0,1182,0
2,1,2,1162,1
0,0,0,1182,0
0,0,0,1214,0
0,0,0,1200,0
4,2,1,1216,1
0,0,0,1235,0
2,1,2,1278,1
0,0,0,1251,0
0,0,0,1200,0
0,0,0,1205,0
0,0,0,1191,0
0,0,0,1170,0
2,1,2,1170,1
0,0,0,1183,0
0,0,0,1173,0
0,0,0,1168,0
0,0,0,1162,0
0,0,0,1168,0
2,1,2,1115,1
0,0,0,1095,0
0,0,0,1133,0
0,0,0,1318,0
0,0,0,1293,0
0,0,0,1447,0
2,1,2,1343,1
5,4,1,1317,1
0,0,0,1453,0
0,0,0,1315,0
0,0,0,1274,0
0,0,0,1241,0
2,1,2,1222,1
0,0,0,1216,0
0,0,0,1328,0
0,0,0,1326,0
0,0,0,1435,0
0,0,0,957,0
2,1,2,1067,1
